dataset,task,model,model_name,metric,metric_name,method_a,method_b,outcome,mean_difference_a_minus_b,ci_lower,ci_upper,bootstrap_p_value,n_paired_units,outcome_name,comparison_family,difference_definition,negative_difference_favours,positive_difference_favours,holm_p_value,cross_task_comparability
sib200_mt5,sib200,mt5,mT5,f1_score,F1/LAS,Always English,Composite-Equal,raw_oracle_gap_points,2.5106117168484614,0.17066251606462446,4.6595809784219195,0.035798210089495526,185,Raw gap,All methods within held-out task,method_a minus method_b,Always English,Composite-Equal,1.0,task-metric points; cross-task averages are secondary descriptive results
sib200_mt5,sib200,mt5,mT5,f1_score,F1/LAS,Always English,Composite-RRF,raw_oracle_gap_points,3.0830795639069013,0.9111095629411808,5.083748220327922,0.00679966001699915,185,Raw gap,All methods within held-out task,method_a minus method_b,Always English,Composite-RRF,0.34678266086695664,task-metric points; cross-task averages are secondary descriptive results
sib200_mt5,sib200,mt5,mT5,f1_score,F1/LAS,Always English,Genetic,raw_oracle_gap_points,1.2285347628128138,-1.0783422360529271,3.3195714364592166,0.2792860356982151,185,Raw gap,All methods within held-out task,method_a minus method_b,Always English,Genetic,1.0,task-metric points; cross-task averages are secondary descriptive results
sib200_mt5,sib200,mt5,mT5,f1_score,F1/LAS,Always English,Geographic,raw_oracle_gap_points,3.5561084972214796,1.6797741136077675,5.304829715087516,0.000599970001499925,185,Raw gap,All methods within held-out task,method_a minus method_b,Always English,Geographic,0.03239838008099595,task-metric points; cross-task averages are secondary descriptive results
sib200_mt5,sib200,mt5,mT5,f1_score,F1/LAS,Always English,LightGBM,raw_oracle_gap_points,2.405542377048727,0.1230718138704158,4.506768712016994,0.039098045097745115,185,Raw gap,All methods within held-out task,method_a minus method_b,Always English,LightGBM,1.0,task-metric points; cross-task averages are secondary descriptive results
sib200_mt5,sib200,mt5,mT5,f1_score,F1/LAS,Always English,MLP,raw_oracle_gap_points,2.7854694469790178,0.5350044116636662,4.794103914595035,0.01719914004299785,185,Raw gap,All methods within held-out task,method_a minus method_b,Always English,MLP,0.8255587220638968,task-metric points; cross-task averages are secondary descriptive results
sib200_mt5,sib200,mt5,mT5,f1_score,F1/LAS,Always English,Script,raw_oracle_gap_points,5.010792398845874,3.182447559362052,6.678854539817352,9.99950002499875e-05,185,Raw gap,All methods within held-out task,method_a minus method_b,Always English,Script,0.005499725013749312,task-metric points; cross-task averages are secondary descriptive results
sib200_mt5,sib200,mt5,mT5,f1_score,F1/LAS,Always English,Typological,raw_oracle_gap_points,1.583564948058565,-0.49066434421911387,3.4518073336368182,0.12469376531173441,185,Raw gap,All methods within held-out task,method_a minus method_b,Always English,Typological,1.0,task-metric points; cross-task averages are secondary descriptive results
sib200_mt5,sib200,mt5,mT5,f1_score,F1/LAS,Always English,Wikipedia size,raw_oracle_gap_points,0.8296275303716516,-1.4227437811646224,2.946596660957792,0.4439778011099445,185,Raw gap,All methods within held-out task,method_a minus method_b,Always English,Wikipedia size,1.0,task-metric points; cross-task averages are secondary descriptive results
sib200_mt5,sib200,mt5,mT5,f1_score,F1/LAS,Composite-Equal,Composite-RRF,raw_oracle_gap_points,0.5724678470584398,-1.0705351253069986,2.3506971939771635,0.512174391280436,185,Raw gap,All methods within held-out task,method_a minus method_b,Composite-Equal,Composite-RRF,1.0,task-metric points; cross-task averages are secondary descriptive results
sib200_mt5,sib200,mt5,mT5,f1_score,F1/LAS,Composite-Equal,Genetic,raw_oracle_gap_points,-1.2820769540356471,-3.9662985449200976,1.41400105351512,0.3479826008699565,185,Raw gap,All methods within held-out task,method_a minus method_b,Composite-Equal,Genetic,1.0,task-metric points; cross-task averages are secondary descriptive results
sib200_mt5,sib200,mt5,mT5,f1_score,F1/LAS,Composite-Equal,Geographic,raw_oracle_gap_points,1.0454967803730186,-1.515296778421378,3.687580193774233,0.4208789560521974,185,Raw gap,All methods within held-out task,method_a minus method_b,Composite-Equal,Geographic,1.0,task-metric points; cross-task averages are secondary descriptive results
sib200_mt5,sib200,mt5,mT5,f1_score,F1/LAS,Composite-Equal,LightGBM,raw_oracle_gap_points,-0.10506933979973396,-2.7259957710694356,2.5816611714320508,0.9372531373431329,185,Raw gap,All methods within held-out task,method_a minus method_b,Composite-Equal,LightGBM,1.0,task-metric points; cross-task averages are secondary descriptive results
sib200_mt5,sib200,mt5,mT5,f1_score,F1/LAS,Composite-Equal,MLP,raw_oracle_gap_points,0.27485773013055664,-2.0514109537080065,2.527335394022201,0.7907604619769012,185,Raw gap,All methods within held-out task,method_a minus method_b,Composite-Equal,MLP,1.0,task-metric points; cross-task averages are secondary descriptive results
sib200_mt5,sib200,mt5,mT5,f1_score,F1/LAS,Composite-Equal,Script,raw_oracle_gap_points,2.5001806819974135,0.05948481170526929,5.083836955949784,0.044197790110494475,185,Raw gap,All methods within held-out task,method_a minus method_b,Composite-Equal,Script,1.0,task-metric points; cross-task averages are secondary descriptive results
sib200_mt5,sib200,mt5,mT5,f1_score,F1/LAS,Composite-Equal,Typological,raw_oracle_gap_points,-0.9270467687898962,-3.679986526173286,1.8935002888949337,0.5250737463126843,185,Raw gap,All methods within held-out task,method_a minus method_b,Composite-Equal,Typological,1.0,task-metric points; cross-task averages are secondary descriptive results
sib200_mt5,sib200,mt5,mT5,f1_score,F1/LAS,Composite-Equal,Wikipedia size,raw_oracle_gap_points,-1.68098418647681,-4.730599425493031,1.4171581072187713,0.27938603069846507,185,Raw gap,All methods within held-out task,method_a minus method_b,Composite-Equal,Wikipedia size,1.0,task-metric points; cross-task averages are secondary descriptive results
sib200_mt5,sib200,mt5,mT5,f1_score,F1/LAS,Composite-RRF,Genetic,raw_oracle_gap_points,-1.854544801094087,-4.469021055652663,0.738434649812512,0.15779211039448027,185,Raw gap,All methods within held-out task,method_a minus method_b,Composite-RRF,Genetic,1.0,task-metric points; cross-task averages are secondary descriptive results
sib200_mt5,sib200,mt5,mT5,f1_score,F1/LAS,Composite-RRF,Geographic,raw_oracle_gap_points,0.47302893331457874,-1.6358387401211978,2.591458172419052,0.6561671916404179,185,Raw gap,All methods within held-out task,method_a minus method_b,Composite-RRF,Geographic,1.0,task-metric points; cross-task averages are secondary descriptive results
sib200_mt5,sib200,mt5,mT5,f1_score,F1/LAS,Composite-RRF,LightGBM,raw_oracle_gap_points,-0.677537186858174,-3.1235690275164263,1.736083397253032,0.5878706064696765,185,Raw gap,All methods within held-out task,method_a minus method_b,Composite-RRF,LightGBM,1.0,task-metric points; cross-task averages are secondary descriptive results
sib200_mt5,sib200,mt5,mT5,f1_score,F1/LAS,Composite-RRF,MLP,raw_oracle_gap_points,-0.29761011692788303,-2.521150931763973,1.8301654083164927,0.8018599070046498,185,Raw gap,All methods within held-out task,method_a minus method_b,Composite-RRF,MLP,1.0,task-metric points; cross-task averages are secondary descriptive results
sib200_mt5,sib200,mt5,mT5,f1_score,F1/LAS,Composite-RRF,Script,raw_oracle_gap_points,1.9277128349389736,-0.5474607039649602,4.490762382368617,0.12539373031348433,185,Raw gap,All methods within held-out task,method_a minus method_b,Composite-RRF,Script,1.0,task-metric points; cross-task averages are secondary descriptive results
sib200_mt5,sib200,mt5,mT5,f1_score,F1/LAS,Composite-RRF,Typological,raw_oracle_gap_points,-1.499514615848336,-4.121661437893013,1.1439588376495056,0.26508674566271684,185,Raw gap,All methods within held-out task,method_a minus method_b,Composite-RRF,Typological,1.0,task-metric points; cross-task averages are secondary descriptive results
sib200_mt5,sib200,mt5,mT5,f1_score,F1/LAS,Composite-RRF,Wikipedia size,raw_oracle_gap_points,-2.2534520335352495,-5.220302547074522,0.7255401972698127,0.1375931203439828,185,Raw gap,All methods within held-out task,method_a minus method_b,Composite-RRF,Wikipedia size,1.0,task-metric points; cross-task averages are secondary descriptive results
sib200_mt5,sib200,mt5,mT5,f1_score,F1/LAS,Genetic,Geographic,raw_oracle_gap_points,2.3275737344086664,-0.17993912129599324,4.962935726034074,0.0712964351782411,185,Raw gap,All methods within held-out task,method_a minus method_b,Genetic,Geographic,1.0,task-metric points; cross-task averages are secondary descriptive results
sib200_mt5,sib200,mt5,mT5,f1_score,F1/LAS,Genetic,LightGBM,raw_oracle_gap_points,1.1770076142359134,-0.4945445318709725,2.9230194886388983,0.17469126543672817,185,Raw gap,All methods within held-out task,method_a minus method_b,Genetic,LightGBM,1.0,task-metric points; cross-task averages are secondary descriptive results
sib200_mt5,sib200,mt5,mT5,f1_score,F1/LAS,Genetic,MLP,raw_oracle_gap_points,1.5569346841662044,-0.5181400952162515,3.662237139744419,0.1424928753562322,185,Raw gap,All methods within held-out task,method_a minus method_b,Genetic,MLP,1.0,task-metric points; cross-task averages are secondary descriptive results
sib200_mt5,sib200,mt5,mT5,f1_score,F1/LAS,Genetic,Script,raw_oracle_gap_points,3.78225763603306,1.531121017984997,6.171310055506573,0.0016999150042497876,185,Raw gap,All methods within held-out task,method_a minus method_b,Genetic,Script,0.08839558022098895,task-metric points; cross-task averages are secondary descriptive results
sib200_mt5,sib200,mt5,mT5,f1_score,F1/LAS,Genetic,Typological,raw_oracle_gap_points,0.3550301852457514,-2.354436540010323,3.1235772243521214,0.7944602769861507,185,Raw gap,All methods within held-out task,method_a minus method_b,Genetic,Typological,1.0,task-metric points; cross-task averages are secondary descriptive results
sib200_mt5,sib200,mt5,mT5,f1_score,F1/LAS,Genetic,Wikipedia size,raw_oracle_gap_points,-0.39890723244116244,-3.4569107300702164,2.692016892021662,0.8012599370031498,185,Raw gap,All methods within held-out task,method_a minus method_b,Genetic,Wikipedia size,1.0,task-metric points; cross-task averages are secondary descriptive results
sib200_mt5,sib200,mt5,mT5,f1_score,F1/LAS,Geographic,LightGBM,raw_oracle_gap_points,-1.1505661201727526,-3.805412899526797,1.4151048578580323,0.3861806909654517,185,Raw gap,All methods within held-out task,method_a minus method_b,Geographic,LightGBM,1.0,task-metric points; cross-task averages are secondary descriptive results
sib200_mt5,sib200,mt5,mT5,f1_score,F1/LAS,Geographic,MLP,raw_oracle_gap_points,-0.770639050242462,-3.195051176756764,1.6010519071185594,0.5323733813309335,185,Raw gap,All methods within held-out task,method_a minus method_b,Geographic,MLP,1.0,task-metric points; cross-task averages are secondary descriptive results
sib200_mt5,sib200,mt5,mT5,f1_score,F1/LAS,Geographic,Script,raw_oracle_gap_points,1.4546839016243942,-0.7858144431069721,3.7068478871189914,0.20598970051497426,185,Raw gap,All methods within held-out task,method_a minus method_b,Geographic,Script,1.0,task-metric points; cross-task averages are secondary descriptive results
sib200_mt5,sib200,mt5,mT5,f1_score,F1/LAS,Geographic,Typological,raw_oracle_gap_points,-1.9725435491629144,-4.42824087847012,0.44846282866641907,0.11129443527823608,185,Raw gap,All methods within held-out task,method_a minus method_b,Geographic,Typological,1.0,task-metric points; cross-task averages are secondary descriptive results
sib200_mt5,sib200,mt5,mT5,f1_score,F1/LAS,Geographic,Wikipedia size,raw_oracle_gap_points,-2.7264809668498287,-5.6544553584198125,0.16056637937808066,0.06499675016249187,185,Raw gap,All methods within held-out task,method_a minus method_b,Geographic,Wikipedia size,1.0,task-metric points; cross-task averages are secondary descriptive results
sib200_mt5,sib200,mt5,mT5,f1_score,F1/LAS,LightGBM,MLP,raw_oracle_gap_points,0.37992706993029085,-1.8295594568479212,2.577839475910659,0.7267636618169091,185,Raw gap,All methods within held-out task,method_a minus method_b,LightGBM,MLP,1.0,task-metric points; cross-task averages are secondary descriptive results
sib200_mt5,sib200,mt5,mT5,f1_score,F1/LAS,LightGBM,Script,raw_oracle_gap_points,2.6052500217971475,0.15624483176196316,5.197140330957914,0.03659817009149543,185,Raw gap,All methods within held-out task,method_a minus method_b,LightGBM,Script,1.0,task-metric points; cross-task averages are secondary descriptive results
sib200_mt5,sib200,mt5,mT5,f1_score,F1/LAS,LightGBM,Typological,raw_oracle_gap_points,-0.8219774289901618,-3.4290574741834092,1.8149874008567553,0.5424728763561822,185,Raw gap,All methods within held-out task,method_a minus method_b,LightGBM,Typological,1.0,task-metric points; cross-task averages are secondary descriptive results
sib200_mt5,sib200,mt5,mT5,f1_score,F1/LAS,LightGBM,Wikipedia size,raw_oracle_gap_points,-1.5759148466770758,-4.691864018460227,1.5028055324979486,0.31468426578671066,185,Raw gap,All methods within held-out task,method_a minus method_b,LightGBM,Wikipedia size,1.0,task-metric points; cross-task averages are secondary descriptive results
sib200_mt5,sib200,mt5,mT5,f1_score,F1/LAS,MLP,Script,raw_oracle_gap_points,2.225322951866857,0.02413913712060994,4.555632745127345,0.0471976401179941,185,Raw gap,All methods within held-out task,method_a minus method_b,MLP,Script,1.0,task-metric points; cross-task averages are secondary descriptive results
sib200_mt5,sib200,mt5,mT5,f1_score,F1/LAS,MLP,Typological,raw_oracle_gap_points,-1.2019044989204528,-3.8598275762931484,1.4604329075911815,0.38108094595270237,185,Raw gap,All methods within held-out task,method_a minus method_b,MLP,Typological,1.0,task-metric points; cross-task averages are secondary descriptive results
sib200_mt5,sib200,mt5,mT5,f1_score,F1/LAS,MLP,Wikipedia size,raw_oracle_gap_points,-1.9558419166073664,-4.964408694333399,1.0642795261891849,0.21048947552622368,185,Raw gap,All methods within held-out task,method_a minus method_b,MLP,Wikipedia size,1.0,task-metric points; cross-task averages are secondary descriptive results
sib200_mt5,sib200,mt5,mT5,f1_score,F1/LAS,Script,Typological,raw_oracle_gap_points,-3.4272274507873086,-6.022295127629566,-0.9290122205919662,0.009399530023498826,185,Raw gap,All methods within held-out task,method_a minus method_b,Script,Typological,0.4699765011749413,task-metric points; cross-task averages are secondary descriptive results
sib200_mt5,sib200,mt5,mT5,f1_score,F1/LAS,Script,Wikipedia size,raw_oracle_gap_points,-4.181164868474223,-6.70385761953469,-1.6977421018359182,0.0010999450027498626,185,Raw gap,All methods within held-out task,method_a minus method_b,Script,Wikipedia size,0.058297085145742715,task-metric points; cross-task averages are secondary descriptive results
sib200_mt5,sib200,mt5,mT5,f1_score,F1/LAS,Typological,Wikipedia size,raw_oracle_gap_points,-0.7539374176869138,-3.742158785055295,2.27932114522828,0.6174691265436728,185,Raw gap,All methods within held-out task,method_a minus method_b,Typological,Wikipedia size,1.0,task-metric points; cross-task averages are secondary descriptive results
sib200_xlm-r,sib200,xlm-r,XLM-R,f1_score,F1/LAS,ASJP,Always English,raw_oracle_gap_points,9.052026593027113,6.370299962818728,11.93810538931836,9.99950002499875e-05,185,Raw gap,All methods within held-out task,method_a minus method_b,ASJP,Always English,0.005499725013749312,task-metric points; cross-task averages are secondary descriptive results
sib200_xlm-r,sib200,xlm-r,XLM-R,f1_score,F1/LAS,ASJP,Composite-Equal,raw_oracle_gap_points,0.9664066458480494,-2.043428707818204,4.001584560307005,0.5413729313534323,185,Raw gap,All methods within held-out task,method_a minus method_b,ASJP,Composite-Equal,1.0,task-metric points; cross-task averages are secondary descriptive results
sib200_xlm-r,sib200,xlm-r,XLM-R,f1_score,F1/LAS,ASJP,Composite-RRF,raw_oracle_gap_points,0.3222742647588476,-2.6265893799218056,3.3600774684364905,0.8442577871106445,185,Raw gap,All methods within held-out task,method_a minus method_b,ASJP,Composite-RRF,1.0,task-metric points; cross-task averages are secondary descriptive results
sib200_xlm-r,sib200,xlm-r,XLM-R,f1_score,F1/LAS,ASJP,Genetic,raw_oracle_gap_points,3.528182938670444,1.2686860352630032,5.999335186670214,0.00119994000299985,185,Raw gap,All methods within held-out task,method_a minus method_b,ASJP,Genetic,0.04919754012299385,task-metric points; cross-task averages are secondary descriptive results
sib200_xlm-r,sib200,xlm-r,XLM-R,f1_score,F1/LAS,ASJP,Geographic,raw_oracle_gap_points,-2.0139632411580357,-5.533321545354002,1.4325003313853124,0.26348682565871706,185,Raw gap,All methods within held-out task,method_a minus method_b,ASJP,Geographic,1.0,task-metric points; cross-task averages are secondary descriptive results
sib200_xlm-r,sib200,xlm-r,XLM-R,f1_score,F1/LAS,ASJP,LightGBM,raw_oracle_gap_points,2.0418824311762704,-0.5182415137825038,4.7543248448966215,0.12339383030848458,185,Raw gap,All methods within held-out task,method_a minus method_b,ASJP,LightGBM,1.0,task-metric points; cross-task averages are secondary descriptive results
sib200_xlm-r,sib200,xlm-r,XLM-R,f1_score,F1/LAS,ASJP,MLP,raw_oracle_gap_points,2.222445214505709,-0.09739306355252314,4.727347072531605,0.05989700514974251,185,Raw gap,All methods within held-out task,method_a minus method_b,ASJP,MLP,1.0,task-metric points; cross-task averages are secondary descriptive results
sib200_xlm-r,sib200,xlm-r,XLM-R,f1_score,F1/LAS,ASJP,Script,raw_oracle_gap_points,-1.5023865269084744,-5.512276915517275,2.481575596677542,0.46217689115544225,185,Raw gap,All methods within held-out task,method_a minus method_b,ASJP,Script,1.0,task-metric points; cross-task averages are secondary descriptive results
sib200_xlm-r,sib200,xlm-r,XLM-R,f1_score,F1/LAS,ASJP,Typological,raw_oracle_gap_points,0.5469098011124638,-2.6813038443493467,3.8358088439130302,0.7452627368631568,185,Raw gap,All methods within held-out task,method_a minus method_b,ASJP,Typological,1.0,task-metric points; cross-task averages are secondary descriptive results
sib200_xlm-r,sib200,xlm-r,XLM-R,f1_score,F1/LAS,ASJP,Wikipedia size,raw_oracle_gap_points,-4.760309971599962,-8.646253101032316,-0.9021435071550198,0.017399130043497826,185,Raw gap,All methods within held-out task,method_a minus method_b,ASJP,Wikipedia size,0.5567721613919304,task-metric points; cross-task averages are secondary descriptive results
sib200_xlm-r,sib200,xlm-r,XLM-R,f1_score,F1/LAS,Always English,Composite-Equal,raw_oracle_gap_points,-8.085619947179064,-10.685956392524972,-5.704168117552984,9.99950002499875e-05,185,Raw gap,All methods within held-out task,method_a minus method_b,Always English,Composite-Equal,0.005499725013749312,task-metric points; cross-task averages are secondary descriptive results
sib200_xlm-r,sib200,xlm-r,XLM-R,f1_score,F1/LAS,Always English,Composite-RRF,raw_oracle_gap_points,-8.729752328268265,-11.334889301272417,-6.3312552777984505,9.99950002499875e-05,185,Raw gap,All methods within held-out task,method_a minus method_b,Always English,Composite-RRF,0.005499725013749312,task-metric points; cross-task averages are secondary descriptive results
sib200_xlm-r,sib200,xlm-r,XLM-R,f1_score,F1/LAS,Always English,Genetic,raw_oracle_gap_points,-5.523843654356669,-7.567891601693723,-3.6747148657945563,9.99950002499875e-05,185,Raw gap,All methods within held-out task,method_a minus method_b,Always English,Genetic,0.005499725013749312,task-metric points; cross-task averages are secondary descriptive results
sib200_xlm-r,sib200,xlm-r,XLM-R,f1_score,F1/LAS,Always English,Geographic,raw_oracle_gap_points,-11.06598983418515,-14.194873742369234,-8.16491603703711,9.99950002499875e-05,185,Raw gap,All methods within held-out task,method_a minus method_b,Always English,Geographic,0.005499725013749312,task-metric points; cross-task averages are secondary descriptive results
sib200_xlm-r,sib200,xlm-r,XLM-R,f1_score,F1/LAS,Always English,LightGBM,raw_oracle_gap_points,-7.010144161850842,-9.360215416259152,-4.845335869877821,9.99950002499875e-05,185,Raw gap,All methods within held-out task,method_a minus method_b,Always English,LightGBM,0.005499725013749312,task-metric points; cross-task averages are secondary descriptive results
sib200_xlm-r,sib200,xlm-r,XLM-R,f1_score,F1/LAS,Always English,MLP,raw_oracle_gap_points,-6.829581378521404,-9.175193584868005,-4.6616363883684215,9.99950002499875e-05,185,Raw gap,All methods within held-out task,method_a minus method_b,Always English,MLP,0.005499725013749312,task-metric points; cross-task averages are secondary descriptive results
sib200_xlm-r,sib200,xlm-r,XLM-R,f1_score,F1/LAS,Always English,Script,raw_oracle_gap_points,-10.554413119935587,-13.866814961277013,-7.490193992490518,9.99950002499875e-05,185,Raw gap,All methods within held-out task,method_a minus method_b,Always English,Script,0.005499725013749312,task-metric points; cross-task averages are secondary descriptive results
sib200_xlm-r,sib200,xlm-r,XLM-R,f1_score,F1/LAS,Always English,Typological,raw_oracle_gap_points,-8.505116791914649,-11.087187422362039,-6.1200643897103815,9.99950002499875e-05,185,Raw gap,All methods within held-out task,method_a minus method_b,Always English,Typological,0.005499725013749312,task-metric points; cross-task averages are secondary descriptive results
sib200_xlm-r,sib200,xlm-r,XLM-R,f1_score,F1/LAS,Always English,Wikipedia size,raw_oracle_gap_points,-13.812336564627078,-16.88910346850847,-10.91544493832219,9.99950002499875e-05,185,Raw gap,All methods within held-out task,method_a minus method_b,Always English,Wikipedia size,0.005499725013749312,task-metric points; cross-task averages are secondary descriptive results
sib200_xlm-r,sib200,xlm-r,XLM-R,f1_score,F1/LAS,Composite-Equal,Composite-RRF,raw_oracle_gap_points,-0.644132381089202,-2.3365518799719576,1.135140121986095,0.46107694615269235,185,Raw gap,All methods within held-out task,method_a minus method_b,Composite-Equal,Composite-RRF,1.0,task-metric points; cross-task averages are secondary descriptive results
sib200_xlm-r,sib200,xlm-r,XLM-R,f1_score,F1/LAS,Composite-Equal,Genetic,raw_oracle_gap_points,2.561776292822395,0.1091791523480431,5.141722761436042,0.04099795010249487,185,Raw gap,All methods within held-out task,method_a minus method_b,Composite-Equal,Genetic,1.0,task-metric points; cross-task averages are secondary descriptive results
sib200_xlm-r,sib200,xlm-r,XLM-R,f1_score,F1/LAS,Composite-Equal,Geographic,raw_oracle_gap_points,-2.9803698870060855,-6.398411842340656,0.3450065259825341,0.08249587520623969,185,Raw gap,All methods within held-out task,method_a minus method_b,Composite-Equal,Geographic,1.0,task-metric points; cross-task averages are secondary descriptive results
sib200_xlm-r,sib200,xlm-r,XLM-R,f1_score,F1/LAS,Composite-Equal,LightGBM,raw_oracle_gap_points,1.075475785328221,-0.8592465176038517,3.1332064357023044,0.27938603069846507,185,Raw gap,All methods within held-out task,method_a minus method_b,Composite-Equal,LightGBM,1.0,task-metric points; cross-task averages are secondary descriptive results
sib200_xlm-r,sib200,xlm-r,XLM-R,f1_score,F1/LAS,Composite-Equal,MLP,raw_oracle_gap_points,1.2560385686576598,-0.8816038185041855,3.5116181947579257,0.24698765061746913,185,Raw gap,All methods within held-out task,method_a minus method_b,Composite-Equal,MLP,1.0,task-metric points; cross-task averages are secondary descriptive results
sib200_xlm-r,sib200,xlm-r,XLM-R,f1_score,F1/LAS,Composite-Equal,Script,raw_oracle_gap_points,-2.4687931727565235,-6.337954184019572,1.3864030783909274,0.20988950552472377,185,Raw gap,All methods within held-out task,method_a minus method_b,Composite-Equal,Script,1.0,task-metric points; cross-task averages are secondary descriptive results
sib200_xlm-r,sib200,xlm-r,XLM-R,f1_score,F1/LAS,Composite-Equal,Typological,raw_oracle_gap_points,-0.41949684473558546,-3.5450532084795987,2.6742821409181423,0.8002599870006499,185,Raw gap,All methods within held-out task,method_a minus method_b,Composite-Equal,Typological,1.0,task-metric points; cross-task averages are secondary descriptive results
sib200_xlm-r,sib200,xlm-r,XLM-R,f1_score,F1/LAS,Composite-Equal,Wikipedia size,raw_oracle_gap_points,-5.726716617448012,-9.32555915262901,-2.1851173366138337,0.0022998850057497125,185,Raw gap,All methods within held-out task,method_a minus method_b,Composite-Equal,Wikipedia size,0.08969551522423878,task-metric points; cross-task averages are secondary descriptive results
sib200_xlm-r,sib200,xlm-r,XLM-R,f1_score,F1/LAS,Composite-RRF,Genetic,raw_oracle_gap_points,3.205908673911597,0.7237635591652378,5.798398425388768,0.010699465026748662,185,Raw gap,All methods within held-out task,method_a minus method_b,Composite-RRF,Genetic,0.3637818109094545,task-metric points; cross-task averages are secondary descriptive results
sib200_xlm-r,sib200,xlm-r,XLM-R,f1_score,F1/LAS,Composite-RRF,Geographic,raw_oracle_gap_points,-2.336237505916883,-5.533813177064257,0.7999794393462683,0.1472926353682316,185,Raw gap,All methods within held-out task,method_a minus method_b,Composite-RRF,Geographic,1.0,task-metric points; cross-task averages are secondary descriptive results
sib200_xlm-r,sib200,xlm-r,XLM-R,f1_score,F1/LAS,Composite-RRF,LightGBM,raw_oracle_gap_points,1.7196081664174232,-0.2660413526366675,3.7594957838084997,0.09069546522673866,185,Raw gap,All methods within held-out task,method_a minus method_b,Composite-RRF,LightGBM,1.0,task-metric points; cross-task averages are secondary descriptive results
sib200_xlm-r,sib200,xlm-r,XLM-R,f1_score,F1/LAS,Composite-RRF,MLP,raw_oracle_gap_points,1.9001709497468615,0.020327363504681784,3.8981620730063633,0.04779761011949402,185,Raw gap,All methods within held-out task,method_a minus method_b,Composite-RRF,MLP,1.0,task-metric points; cross-task averages are secondary descriptive results
